Frequency,M,Station,On,Off,Language,Site,TX_Country,Days,Target,Notes,Pwr,Azi,Org_Country,Source,Date
17660000,AM,VOIRI,920,1020,Kazakh,Sirjan,Iran,smtwtfs,CAs,s,,,Iran,EiBi,
17660000,AM,VoIRI,920,1020,Kazakh,Sirjan,Iran,smtwtfs,"30,31",KAZAKHI,500,31 ,Iran,HFCC,
17660000,AM,VoIRI,920,1020,Kazakh,Sirjan,Iran,smtwtfs,,IRIB b15,500,31,,Aoki,
17660000,AM,KHBN,1030,1100,0,Medorn,Palau,smtwtfs,"41,49,50,54                   ",,100,270,0,FCC,
17660000,AM,KHBN/T8BZ,1030,1100,English,"Medorn, Palau",Palau,smtwtfs,"41,49,50,54",,100,270,USA,HFCC,
17660000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,WAf,,,,France,EiBi,
17660000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,"37S,38W,46,47SW",B15-A,500,185,France,HFCC,
17660000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,,RFI b15,500,185,,Aoki,
17660000,AM,VOA,1300,1400,Somali,Pinheira,Sao Tome,smtwtfs,,VOA/IBB b15,100,76,,Aoki,
17660000,AM,R.Saudi Intl,1355,1600,French,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15,500,270,,Aoki,
17660000,AM,BSKSA,1400,1800,French,Riyadh,Saudi Arabia,smtwtfs,"46,47",ARS,500,270,Saudi Arabia,HFCC,
17660000,AM,BSKSA Riad,1400,1555,French,Riyadh,Saudi Arabia,smtwtfs,WAf,,,,Saudi Arabia,EiBi,
17670000,AM,China Radio Intl,700,900,English,Kashi (Kashgar),China,smtwtfs,NAf,ka,,,China,EiBi,
17670000,AM,China Radio Intl,700,900,English,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,269,,Aoki,
17670000,AM,CRI,700,900,English,Kashi,China,smtwtfs,"37-40,47E,48NW",,500,269,China,HFCC,
17670000,AM,China Radio Intl,900,957,Chinese,Kunming,China,smtwtfs,,CRI b15,500,135,,Aoki,
17670000,AM,China Radio Intl,900,1000,Mandarin,Kunming-Anning (Yunnan),China,smtwtfs,Oc ,k,,,China,EiBi,
17670000,AM,CRI,900,1000,Chinese,Kunming,China,smtwtfs,"55,59,60",,500,135,China,HFCC,
17670000,AM,China Radio Intl,1000,1057,Cantonese,Kunming,China,smtwtfs,,CRI b15,500,135,,Aoki,
17670000,AM,China Radio Intl,1000,1100,Cantonese,Kunming-Anning (Yunnan),China,smtwtfs,Oc ,k,,,China,EiBi,
17670000,AM,CRI,1000,1100,Yue Chinese,Kunming,China,smtwtfs,"55,56,58-60",,500,135,China,HFCC,
17670000,AM,VOIRI,1150,1250,Mandarin,Sirjan,Iran,smtwtfs,FE ,s,,,Iran,EiBi,
17670000,AM,VoIRI,1150,1250,Mandarin,Sirjan,Iran,smtwtfs,42-44,CHINAA-,500,65 ,Iran,HFCC,
17670000,AM,VoIRI,1150,1250,Chinese,Sirjan,Iran,smtwtfs,,IRIB b15,500,65,,Aoki,
17670000,AM,AWR,1400,1500,Vietnamese,Puttalam,Sri Lanka,smtwtfs,SEA,/CLN-t,,,USA,EiBi,
17670000,AM,AWR,1400,1500,Vietnamese,Trincomalee,Sri Lanka,smtwtfs,"43S,49",x223,125,75 ,USA,HFCC,
17670000,AM,AWR,1400,1500,Vietnamese,Trincomalee,Sri Lanka,smtwtfs,,AWR b15,125,75,,Aoki,
17670000,AM,AIR,1500,1730,Swahili/Hindi,Delhi,India,smtwtfs,"48SW,53W",,250,245,India,HFCC,
17670000,AM,AIR,1515,1615,Swahili,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17670000,AM,AIR GOS,1515,1615,Swahili,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17670000,AM,All India Radio,1515,1615,Swahili,Delhi (Khampur),India,smtwtfs,EAf,0,250,0,India,VU2JOS,
17670000,AM,AIR,1615,1730,Hindi,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17670000,AM,AIR GOS,1615,1730,Hindi,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17670000,AM,All India Radio,1615,1730,Hindi,Delhi (Khampur),India,smtwtfs,EAf/Mauritius,0,250,0,India,VU2JOS,
17670000,AM,AIR,1730,1945,English,Delhi,India,smtwtfs,"48SW,53W",,250,245,India,HFCC,
17670000,AM,AIR,1745,1945,English,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17670000,AM,AIR GOS,1745,1945,English,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17670000,AM,All India Radio,1745,1945,English,Delhi (Khampur),India,smtwtfs,EAf,0,250,0,India,VU2JOS,
17675000,DRM,R.New Zealand,250,400,English,Rangitaiki,New Zealand,smtwtfs,"51,56,64S,65S",NZL,25,325,New Zealand,HFCC,
17675000,DRM,R.New Zealand,250,400,English,Rangitaiki,New Zealand,smtwtfs,"61S,62,63W",NZL,25,35 ,New Zealand,HFCC,
17675000,DRM,RNZI,251,400,English,Rangitaiki,New Zealand,.mtwtf.,Oc ,r,,,New Zealand,EiBi,
17675000,DRM,RNZI,251,400,English,Rangitaiki,New Zealand,.mtwtf.,Pacific,0,0,0,New Zealand,RNZI,
17675000,DRM,RNZI,251,400,English,Rangitaiki,New Zealand,.mtwtf.,,RNZ b15,25,35,,Aoki,
17675000,AM,CNR1 Jammer,600,700,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
17675000,AM,IBB,600,700,Tibetan,Tinian,No.Mariana Is,smtwtfs,"42,43W",,250,295,USA,HFCC,
17675000,AM,R.Free Asia,600,700,Tibetan,Tinian,No.Mariana Is,smtwtfs,FE ,/MRA-t,,,USA,EiBi,
17675000,AM,R.Free Asia,600,700,Tibetan,Tinian,No.Mariana Is,smtwtfs,,RFA4/IBB b15,250,295,,Aoki,
17675000,DRM,R.New Zealand,2050,2200,English,Rangitaiki,New Zealand,smtwtfs,"51,56,64S,65S",NZL,35,325,New Zealand,HFCC,
17675000,DRM,RNZI,2151,100,English,Rangitaiki,New Zealand,smtwt..,Oc ,r,,,New Zealand,EiBi,
17675000,DRM,RNZI,2151,100,English,Rangitaiki,New Zealand,smtwt..,Pacific,0,0,0,New Zealand,RNZI,
17675000,DRM,R.New Zealand,2250,200,English,Rangitaiki,New Zealand,smtwtfs,"51,56,64S,65S",NZL,25,325,New Zealand,HFCC,
17675000,DRM,R.New Zealand,2250,200,English,Rangitaiki,New Zealand,smtwtfs,"61S,62,63W",NZL,25,35 ,New Zealand,HFCC,
17675000,DRM,RNZI,2256,200,English,Rangitaiki,New Zealand,smtwt..,,RNZ b15,25,35,,Aoki,
17680000,AM,China Radio Intl,930,1027,Malaysian,Kunming,China,smtwtfs,,CRI b15,100,175,,Aoki,
17680000,AM,China Radio Intl,930,1030,Malay,Kunming-Anning (Yunnan),China,smtwtfs,INS,k,,,China,EiBi,
17680000,AM,CRI,930,1030,Malay,Kunming,China,smtwtfs,54N,,100,175,China,HFCC,
17680000,AM,China Radio Intl,1030,1127,Cambodian,Kunming,China,smtwtfs,,CRI b15,150,177,,Aoki,
17680000,AM,China Radio Intl,1030,1130,Khmer,Kunming-Anning (Yunnan),China,smtwtfs,SEA,k,,,China,EiBi,
17680000,AM,CRI,1030,1130,Khmer,Kunming,China,smtwtfs,49SE,,150,177,China,HFCC,
17680000,AM,VOA,1130,1230,Burmese,Tinang,Philippines,smtwtfs,,VOA/IBB b15,250,283,,Aoki,
17680000,AM,IBB,1200,1230,Burmese,Tinang 1,Philippines,smtwtfs,49W,,250,283,USA,HFCC,
17680000,AM,VOA,1200,1230,Burmese,Tinang,Philippines,smtwtfs,SEA,/PHL-t,,,USA,EiBi,
17680000,AM,Abu Dhabi Media Co,1230,1400,Arabic,Dhabayya,UAE - Dubai,smtwtfs,"37N,38NW",UAE,250,285,UAE,HFCC,
17680000,AM,TWR,1300,1315,Afar,Dhabayya,UAE - Dubai,s...tfs,EAf,0,250,230,USA,BAB,
17680000,AM,TWR,1300,1315,Afar,Dhabbaya,UAE - Dubai,s...tfs,EAf,/UAE,,,Swaziland,EiBi,
17680000,AM,TWR,1300,1315,Afar,Dhabayya,UAE - Dubai,s...tfs,48W,,250,230,USA,HFCC,
17680000,AM,TWR Africa,1300,1315,Afar,Dhabayya,UAE - Dubai,s...tfs,,TWR b15 BAB,250,250,,Aoki,
17680000,AM,IBB,1430,1530,Burmese,Tinang 1,Philippines,smtwtfs,49W,,250,283,USA,HFCC,
17680000,AM,VOA,1430,1530,Burmese,Tinang,Philippines,smtwtfs,SEA,/PHL-t,,,USA,EiBi,
17680000,AM,VOA,1430,1530,Burmese,Tinang,Philippines,smtwtfs,,VOA/IBB b15,250,283,,Aoki,
17680000,AM,Abu Dhabi Media Co,1500,1700,Arabic,Dhabayya,UAE - Dubai,smtwtfs,"37N,38NW",UAE,250,285,UAE,HFCC,
17685000,AM,VOIRI,820,920,Russian,Kamalabad,Iran,smtwtfs,EEu,k,,,Iran,EiBi,
17685000,AM,VoIRI,820,920,Russian,Kamalabad,Iran,smtwtfs,"28E,29,30",RUSSIAN,500,321,Iran,HFCC,
17685000,AM,VoIRI,820,920,Russian,Kamalabad,Iran,smtwtfs,,IRIB b15,500,358,,Aoki,
17685000,AM,R.France Int,1700,1730,Portuguese,Issoudun,France,smtwtfs,SAf,,,,France,EiBi,
17685000,AM,R.France Int,1700,1730,Portuguese,Issoudun,France,smtwtfs,"52NW,52S,53W,57N",,500,155,France,HFCC,
17685000,AM,R.France Int,1700,1730,Portuguese,Issoudun,France,smtwtfs,,RFI b15,500,155,,Aoki,
17690000,AM,CNR1 Jammer,300,700,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
17690000,AM,IBB,300,700,Mandarin,Saipan,No.Mariana Is,smtwtfs,42-44,,100,325,USA,HFCC,
17690000,AM,R.Free Asia,300,700,Mandarin,"Agingan Pt, Saipan",No.Mariana Is,smtwtfs,FE ,/MRA-s,,,USA,EiBi,
17690000,AM,R.Free Asia,300,700,Chinese,Agingan Point,No.Mariana Is,smtwtfs,,RFA1/IBB b15,100,325,,Aoki,
17690000,AM,VOIRI,720,820,German,Sirjan,Iran,smtwtfs,Eu ,s,,,Iran,EiBi,
17690000,AM,VoIRI,720,820,German,Sirjan,Iran,smtwtfs,"27,28",GERMANY,500,313,Iran,HFCC,
17690000,AM,VoIRI,720,820,German,Sirjan,Iran,smtwtfs,,IRIB b15,500,313,,Aoki,
17690000,AM,China Radio Intl,900,1000,English,Jinhua,China,smtwtfs,Oc ,j,,,China,EiBi,
17690000,AM,China Radio Intl,900,1100,English,Jinhua 831,China,smtwtfs,,CRI b15,500,150,,Aoki,
17690000,AM,CRI,900,1000,English,Jinhua,China,smtwtfs,"55,59,60",,500,150,China,HFCC,
17690000,AM,China Radio Intl,1000,1100,English,Jinhua,China,smtwtfs,Oc ,j,,,China,EiBi,
17690000,AM,CRI,1000,1100,English,Jinhua,China,smtwtfs,"55,59,60",,500,150,China,HFCC,
17695000,AM,Bangladesh Betar,1600,1700,Undetermined,Dhaka,Bangladesh,smtwtfs,"39,40",,250,290,Bangladesh,HFCC,
17700000,AM,Philippines BC Svc,200,330,Filipino,Tinang 1,Philippines,smtwtfs,"39,40",,250,283,Philippines,HFCC,
17700000,AM,R.Pilipinas,200,330,Filipino,Tinang,Philippines,smtwtfs,,PBS b15,250,283,,Aoki,
17700000,AM,Radyo Pilipinas,200,330,Filipino,Tinang,Philippines,smtwtfs,ME ,t,,,Philippines,EiBi,
17700000,AM,R.Sultan.of Oman,400,600,Arabic,Thumrayt,Oman,smtwtfs,"48,53",,100,220,Oman,HFCC,
17700000,AM,IBB,700,730,Hausa,SM Galeria,Vatican City,smtwtfs,"46,47W",,250,184,USA,HFCC,
17700000,AM,VOA,700,730,Hausa,SM Galeria,Vatican City,smtwtfs,WAf,/CVA,,,USA,EiBi,
17700000,AM,VOA,700,730,Hausa,SM Galeria,Vatican City,smtwtfs,,VOA/IBB b15,250,184,,Aoki,
17700000,AM,R.Pakistan,800,1104,Urdu/English,Islamabad,Pakistan,smtwtfs,"18SE,27-29",,250,313,Pakistan,HFCC,
17700000,AM,IBB,1500,1530,Hausa,Moepeng Hill,Botswana,smtwtfs,"46,47",,100,350,USA,HFCC,
17700000,AM,VOA,1500,1530,Hausa,Moepeng Hill,Botswana,smtwtfs,WAf,/BOT,,,USA,EiBi,
17700000,AM,VOA,1500,1530,Hausa,Moepeng Hill,Botswana,smtwtfs,,VOA/IBB b15,100,350,,Aoki,
17700000,AM,IBB,1530,1600,Hausa,Moepeng Hill,Botswana,.mtwtf.,"46,47",,100,350,USA,HFCC,
17700000,AM,VOA,1530,1600,Hausa,Moepeng Hill,Botswana,.mtwtf.,WAf,/BOT,,,USA,EiBi,
17700000,AM,VOA,1530,1600,Hausa,Moepeng Hill,Botswana,.mtwtf.,,VOA/IBB b15,100,350,,Aoki,
17705000,AM,AIR,1130,1315,Chinese,Bangalore,India,smtwtfs,43-45,,500,58 ,India,HFCC,
17705000,AM,AIR,1145,1315,Chinese,Bengaluru,India,smtwtfs,,AIR b15,500,58,,Aoki,
17705000,AM,AIR GOS,1145,1315,Mandarin,Bengaluru,India,smtwtfs,FE ,b,,,India,EiBi,
17705000,AM,All India Radio,1145,1315,Chinese,Bengaluru,India,smtwtfs,NE As,ex 13605,500,0,India,VU2JOS,
17705000,AM,CNR1 Jammer,1145,1315,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
17705000,AM,R.Saudi,1155,1457,Arabic,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15 Genaral 1st,500,310,,Aoki,
17705000,AM,BSKSA,1200,1500,Arabic,Riyadh,Saudi Arabia,smtwtfs,"27,28,37N",ARS,500,310,Saudi Arabia,HFCC,
17705000,AM,BSKSA 1,1200,1500,Arabic,Riyadh,Saudi Arabia,smtwtfs,Eu,,,,Saudi Arabia,EiBi,
17710000,AM,R.Pakistan,45,215,Urdu,Islamabad,Pakistan,smtwtfs,"49-51,54",,250,118,Pakistan,HFCC,
17710000,AM,China Radio Intl,300,400,Russian,Jinhua,China,smtwtfs,EEu,j,,,China,EiBi,
17710000,AM,China Radio Intl,300,400,Russian,Jinhua 831,China,smtwtfs,,CRI b15,500,310,,Aoki,
17710000,AM,CRI,300,400,Russian,Jinhua,China,smtwtfs,"29,30",,500,310,China,HFCC,
17710000,AM,China Radio Intl,400,457,Hakka,Beijing,China,smtwtfs,,CRI b15,500,193,,Aoki,
17710000,AM,China Radio Intl,400,500,Hakka,Beijing,China,smtwtfs,SEA,b,,,China,EiBi,
17710000,AM,CRI,400,500,Hakka,Beijing,China,smtwtfs,"49E,54",,500,193,China,HFCC,
17710000,AM,China Radio Intl,600,700,English,Beijing,China,smtwtfs,SEA,b,,,China,EiBi,
17710000,AM,China Radio Intl,600,700,English,Beijing,China,smtwtfs,,CRI b15,500,193,,Aoki,
17710000,AM,CRI,600,700,English,Beijing,China,smtwtfs,"49E,54",,500,193,China,HFCC,
17710000,AM,China Radio Intl,700,757,English,Beijing,China,smtwtfs,,CRI b15,500,193,,Aoki,
17710000,AM,China Radio Intl,700,800,English,Beijing,China,smtwtfs,SEA,b,,,China,EiBi,
17710000,AM,CRI,700,800,English,Beijing,China,smtwtfs,"49E,54",,500,193,China,HFCC,
17710000,AM,VOIRI,820,920,Swahili,Sirjan,Iran,smtwtfs,EAf,s,,,Iran,EiBi,
17710000,AM,VoIRI,820,920,Swahili,Sirjan,Iran,smtwtfs,"47,48,52,53",SWAHILI,500,216,Iran,HFCC,
17710000,AM,VoIRI,820,920,Swahili,Sirjan,Iran,smtwtfs,,IRIB b15,500,216,,Aoki,
17710000,AM,New organization,900,1200,Multiple,Sofia,Bulgaria,smtwtfs,"27,28",BUL,50,306,New,HFCC,
17710000,AM,Deutsche Welle,1000,1100,Swahili,Meyerton,S.Africa,0,EAf,0,0,0,Germany,DWL,
17710000,AM,Deutsche Welle,1000,1100,Swahili,Meyerton,S.Africa,smtwtfs,EAf,/AFS,,,Germany,EiBi,
17710000,AM,Deutsche Welle,1000,1100,Swahili,Meyerton,S.Africa,smtwtfs,"48SW,52E,53NW",www.dw.,250,19 ,Germany,HFCC,
17710000,AM,Deutsche Welle,1000,1100,Swahili,Meyerton,S.Africa,smtwtfs,,DW b15,250,19,,Aoki,
17710000,AM,Deutsche Welle,1500,1557,Swahili,Dhabayya,UAE - Dubai,smtwtfs,,DW b15,250,215,,Aoki,
17710000,AM,Deutsche Welle,1500,1600,Swahili,Dhabayya,UAE - Dubai,0,EAf,0,0,0,Germany,DWL,
17710000,AM,Deutsche Welle,1500,1600,Swahili,Dhabbaya,UAE - Dubai,smtwtfs,EAf,/UAE,,,Germany,EiBi,
17710000,AM,Deutsche Welle,1500,1600,Swahili,Dhabayya,UAE - Dubai,smtwtfs,"48SW,52E,53NW",www.dw.,250,215,Germany,HFCC,
17710000,AM,BSKSA,1600,1800,Bambara,Riyadh,Saudi Arabia,smtwtfs,46-48,ARS,500,250,Saudi Arabia,HFCC,
17715000,AM,AIR,300,530,Hindi/Gujarati/Hindi,Delhi,India,smtwtfs,"48SW,53W",,250,245,India,HFCC,
17715000,DRM,AIR,315,415,Hindi,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17715000,AM,AIR GOS,315,415,Hindi,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17715000,AM,All India Radio,315,415,Hindi,Delhi (Khampur),India,smtwtfs,EAf/Mauritius,0,50,0,India,VU2JOS,
17715000,DRM,AIR,415,430,Gujarati,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17715000,AM,AIR GOS,415,430,Gujarati,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17715000,AM,All India Radio,415,430,Gujarati,Delhi (Khampur),India,smtwtfs,EAf/Mauritius,0,50,0,India,VU2JOS,
17715000,DRM,AIR,430,530,Hindi,Delhi (Khampur),India,smtwtfs,,AIR b15,250,245,,Aoki,
17715000,AM,AIR GOS,430,530,Hindi,Delhi (Khampur),India,smtwtfs,EAf,k,,,India,EiBi,
17715000,AM,All India Radio,430,530,Hindi,Delhi (Khampur),India,smtwtfs,EAf/Mauritius,0,50,0,India,VU2JOS,
17715000,AM,VOIRI,1220,1320,Indonesian,Sirjan,Iran,smtwtfs,SEA,s,,,Iran,EiBi,
17715000,AM,VoIRI,1220,1320,Indonesian,Sirjan,Iran,smtwtfs,"49,54",MELLAU-,500,115,Iran,HFCC,
17715000,AM,VoIRI,1220,1320,Indonesian,Sirjan,Iran,smtwtfs,,IRIB b15,500,115,,Aoki,
17715000,AM,REE,1600,2400,Spanish,Noblejas,Spain,s.....s,12-16,,200,230,Spain,HFCC,
17715000,AM,REE,2000,2400,Spanish,Noblejas,Spain,.mtwtf.,12-16,,200,230,Spain,HFCC,
17720000,AM,China Radio Intl,600,757,German,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17720000,AM,China Radio Intl,600,800,German,Kashi (Kashgar),China,smtwtfs,WEu,ka,,,China,EiBi,
17720000,AM,CRI,600,800,German,Kashi,China,smtwtfs,28NW,,500,308,China,HFCC,
17720000,AM,R.Pakistan,800,1104,Urdu/English,Islamabad,Pakistan,smtwtfs,"18SE,27-29",,250,313,Pakistan,HFCC,
17720000,AM,BBC,830,900,Dari,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,830,900,Dari,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,830,900,Dari,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",DARIA,250,300,UK,HFCC,
17720000,AM,BBC,830,900,Dari,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,BBC,900,930,Pashto,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,900,930,Pashto,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,900,930,Pashto,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",PASHA,250,300,UK,HFCC,
17720000,AM,BBC,900,930,Pashto,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,BBC,930,1000,Dari,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,930,1000,Dari,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,930,1000,Dari,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",DARIA,250,300,UK,HFCC,
17720000,AM,BBC,930,1000,Dari,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,BBC,1000,1030,Pashto,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,1000,1030,Pashto,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,1000,1030,Pashto,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",PASHA,250,300,UK,HFCC,
17720000,AM,BBC,1000,1030,Pashto,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,BBC,1030,1100,Dari,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,1030,1100,Dari,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,1030,1100,Dari,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",DARIA,250,300,UK,HFCC,
17720000,AM,BBC,1030,1100,Dari,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,BBC,1100,1130,Pashto,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
17720000,AM,BBC,1100,1130,Pashto,Nakhon Sawan,Thailand,smtwtfs,AFG,/THA-n,,,UK,EiBi,
17720000,AM,BBC,1100,1130,Pashto,Nakhon Sawan,Thailand,smtwtfs,"40E,41NW",PASHA,250,300,UK,HFCC,
17720000,AM,BBC,1100,1130,Pashto,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
17720000,AM,AWR,1700,1728,Swahili,Talata Volonondry,Madagascar,smtwtfs,EAf,/MDG,,,USA,EiBi,
17720000,AM,AWR,1700,1728,Swahili,Talata Volonondry,Madagascar,smtwtfs,"48SW,53NW",x117,250,310,USA,HFCC,
17720000,AM,AWR,1700,1728,KiSwahili,Talata-Volonondry,Madagascar,smtwtfs,,AWR b15 MBR,250,310,,Aoki,
17720000,AM,AWR,2300,2400,Mandarin,Facpi Point,Guam,smtwtfs,FE ,/GUM-a,,,USA,EiBi,
17720000,AM,KSDA,2300,2400,0,Agat,Guam,smtwtfs,"32S,33S,43N,44N               ",,100,315,0,FCC,
17720000,AM,KSDA,2300,2400,Mandarin,"Agat, Guam",Guam,smtwtfs,"32S,33S,43N,44N",x212,100,315,USA,HFCC,
17720000,AM,KSDA-AWR,2300,2400,Chinese,Agat,Guam,smtwtfs,,AWR b15,100,315,,Aoki,
17725000,AM,KHBN,0,500,0,Medorn,Palau,smtwtfs,"41,49,50,54                   ",,100,270,0,FCC,
17725000,AM,KHBN/T8BZ,0,500,English/Viet,"Medorn, Palau",Palau,smtwtfs,"41,49,50,54",,100,270,USA,HFCC,
17725000,AM,World Harvest R.,0,1100,English,Medorn,Palau,smtwtfs,SAs,/PLW,,,USA,EiBi,
17725000,AM,T8WH Water of Life Min.,100,130,English,Medorn,Palau,s......,,T8WH Angel4 b15,100,270,,Aoki,
17725000,AM,T8WH Call to Worship,130,200,English,Medorn,Palau,s......,,T8WH Angel4 b15,100,270,,Aoki,
17725000,AM,T8WH Whole Truth Gospel,200,300,English,Medorn,Palau,s......,,T8WH Angel4 b15,100,270,,Aoki,
17725000,AM,T8WH Christian Worship Hr,300,400,English,Medorn,Palau,s......,,T8WH Angel4 b15,100,270,,Aoki,
17725000,AM,T8WH Shepherds Chapel,300,400,English,Medorn,Palau,.mtwtf.,,T8WH Angel4 b15,100,270,,Aoki,
17725000,AM,Abu Dhabi Media Co,1200,1400,Arabic,Dhabayya,UAE - Dubai,smtwtfs,"37N,38NW",UAE,500,300,UAE,HFCC,
17725000,AM,R.Pakistan,1200,1300,Mandarin,Islamabad,Pakistan,smtwtfs,"42S,43,44S,45",NEW,250,70 ,Pakistan,HFCC,
17730000,AM,R.Habana Cuba,0,30,Quechua,Bejucal,Cuba,smtwtfs,SAm,be,,,Cuba,EiBi,
17730000,AM,R.Habana Cuba,0,30,Quechua,Bejucal,Cuba,smtwtfs,,RHC b15,50,130,,Aoki,
17730000,AM,China Radio Intl,400,500,English,"Xian-Xianyang ""594""",China,smtwtfs,CAs,x,,,China,EiBi,
17730000,AM,China Radio Intl,400,557,English,Xian,China,smtwtfs,,CRI b15,500,292,,Aoki,
17730000,AM,CRI,400,500,English,Xian,China,smtwtfs,"29S,30S",,500,292,China,HFCC,
17730000,AM,China Radio Intl,500,600,English,"Xian-Xianyang ""594""",China,smtwtfs,CAs,x,,,China,EiBi,
17730000,AM,CRI,500,600,English,Xian,China,smtwtfs,"29S,30S",,500,292,China,HFCC,
17730000,AM,R.Saudi,550,857,Arabic,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15 Genaral 1st,500,295,,Aoki,
17730000,AM,BSKSA,600,900,Arabic,Riyadh,Saudi Arabia,smtwtfs,"37,38",ARS,500,295,Saudi Arabia,HFCC,
17730000,AM,BSKSA 1,600,900,Arabic,Riyadh,Saudi Arabia,smtwtfs,NAf,,,,Saudi Arabia,EiBi,
17730000,AM,AWR,1030,1100,Mongolian,Facpi Point,Guam,smtwtfs,FE ,/GUM-a,,,USA,EiBi,
17730000,AM,KSDA,1030,1100,0,Agat,Guam,smtwtfs,"43,44                         ",,100,315,0,FCC,
17730000,AM,KSDA,1030,1100,Mongolian,"Agat, Guam",Guam,smtwtfs,"43,44",x211,100,315,USA,HFCC,
17730000,AM,KSDA-AWR,1030,1100,Mongolian,Agat,Guam,smtwtfs,,AWR b15,100,315,,Aoki,
17730000,AM,Abu Dhabi Media Co,1200,1400,Arabic,Dhabayya,UAE - Dubai,smtwtfs,"37N,38NW",UAE,500,300,UAE,HFCC,
17730000,AM,R.Habana Cuba,1200,1400,Spanish,Bauta,Cuba,smtwtfs,SAm,b,,,Cuba,EiBi,
17730000,AM,R.Habana Cuba,1200,1600,Spanish,Bauta,Cuba,smtwtfs,,RHC b15,100,135,,Aoki,
17730000,AM,R.Habana Cuba,1400,1500,Spanish,Bauta,Cuba,smtwtfs,SAm,b,,,Cuba,EiBi,
17730000,AM,R.Habana Cuba,1500,1600,Spanish,Bauta,Cuba,smtwtfs,SAm,b,,,Cuba,EiBi,
17730000,AM,R.Cairo,1600,1800,Swahili,Abu Zaabal,Egypt,smtwtfs,EAf,z,,,Egypt,EiBi,
17730000,AM,R.Cairo,1600,1800,Swahili,Abu zaabal,Egypt,smtwtfs,"48S,53",,250,170,Egypt,HFCC,
17730000,AM,R.Habana Cuba,2230,2300,Esperanto,Bejucal,Cuba,s......,SAm,be,,,Cuba,EiBi,
17730000,AM,R.Habana Cuba,2230,2300,French,Bejucal,Cuba,.mtwtfs,SAm,be,,,Cuba,EiBi,
17730000,AM,R.Habana Cuba,2230,2300,Esperanto,Bejucal,Cuba,s......,,RHC b15,50,135,,Aoki,
